id,full_name,url,stars,forks,commits,open_issue,closed_issue,collaborators
339507851,mlcommons/algorithmic-efficiency,https://api.github.com/repos/mlcommons/algorithmic-efficiency,47,15,1835,25,73,21
35872353,mittagessen/kraken,https://api.github.com/repos/mittagessen/kraken,370,80,1789,12,352,21
164936937,IntelAI/nauta,https://api.github.com/repos/IntelAI/nauta,395,65,1388,13,21,21
326245899,ignc-research/arena-rosnav,https://api.github.com/repos/ignc-research/arena-rosnav,67,41,1324,4,7,21
32690570,OHDSI/PatientLevelPrediction,https://api.github.com/repos/OHDSI/PatientLevelPrediction,128,71,1204,28,211,21
205016265,a-r-j/graphein,https://api.github.com/repos/a-r-j/graphein,325,37,715,29,89,21
140302908,supervisely/supervisely,https://api.github.com/repos/supervisely/supervisely,372,64,679,33,22,21
291656286,microsoft/CodeXGLUE,https://api.github.com/repos/microsoft/CodeXGLUE,561,156,563,14,115,21
332609215,laekov/fastmoe,https://api.github.com/repos/laekov/fastmoe,666,81,537,2,74,21
386716686,probml/probml-notebooks,https://api.github.com/repos/probml/probml-notebooks,125,28,437,0,5,21
163757236,harvardnlp/namedtensor,https://api.github.com/repos/harvardnlp/namedtensor,414,43,391,18,13,21
305316768,RangiLyu/nanodet,https://api.github.com/repos/RangiLyu/nanodet,4077,759,357,174,222,21
273667533,huawei-noah/vega,https://api.github.com/repos/huawei-noah/vega,691,145,310,43,118,21
292170212,microsoft/AI-System,https://api.github.com/repos/microsoft/AI-System,1405,165,237,16,30,21
154900564,facebookresearch/fastMRI,https://api.github.com/repos/facebookresearch/fastMRI,774,267,232,8,91,21
189350661,lukemelas/EfficientNet-PyTorch,https://api.github.com/repos/lukemelas/EfficientNet-PyTorch,6778,1398,162,147,141,21
209399090,aws/aws-step-functions-data-science-sdk-python,https://api.github.com/repos/aws/aws-step-functions-data-science-sdk-python,206,68,154,42,57,21
102302633,schrum2/MM-NEAT,https://api.github.com/repos/schrum2/MM-NEAT,39,17,7689,45,689,20
45596393,odlgroup/odl,https://api.github.com/repos/odlgroup/odl,234,94,4928,231,688,20
180872240,numenta/nupic.research,https://api.github.com/repos/numenta/nupic.research,72,38,4745,5,6,20
50878370,lamastex/scalable-data-science,https://api.github.com/repos/lamastex/scalable-data-science,148,83,2989,0,1,20
228557692,fangwei123456/spikingjelly,https://api.github.com/repos/fangwei123456/spikingjelly,280,75,1890,47,192,20
126007415,SPFlow/SPFlow,https://api.github.com/repos/SPFlow/SPFlow,217,61,634,26,27,20
259171328,DiffEqML/torchdyn,https://api.github.com/repos/DiffEqML/torchdyn,763,77,588,28,68,20
143198782,adobe/experience-platform-dsw-reference,https://api.github.com/repos/adobe/experience-platform-dsw-reference,19,24,552,1,0,20
223357324,CLUEbenchmark/CLUE,https://api.github.com/repos/CLUEbenchmark/CLUE,2522,428,522,71,21,20
134292654,eriklindernoren/PyTorch-YOLOv3,https://api.github.com/repos/eriklindernoren/PyTorch-YOLOv3,6516,2512,519,92,596,20
267705904,TissueImageAnalytics/tiatoolbox,https://api.github.com/repos/TissueImageAnalytics/tiatoolbox,77,20,455,13,72,20
132963887,depthfirstlearning/depthfirstlearning.com,https://api.github.com/repos/depthfirstlearning/depthfirstlearning.com,186,28,365,10,9,20
136919474,postech-di-lab/METIS,https://api.github.com/repos/postech-di-lab/METIS,54,53,351,27,4,20
247821912,TylerYep/torchinfo,https://api.github.com/repos/TylerYep/torchinfo,813,53,337,17,101,20
288181946,facebookresearch/mbrl-lib,https://api.github.com/repos/facebookresearch/mbrl-lib,576,68,310,18,44,20
154626012,ARISE-Initiative/robosuite,https://api.github.com/repos/ARISE-Initiative/robosuite,638,192,265,27,229,20
443052974,openppl-public/ppq,https://api.github.com/repos/openppl-public/ppq,71,12,264,6,92,20
157588610,rtqichen/torchdiffeq,https://api.github.com/repos/rtqichen/torchdiffeq,3948,705,244,45,141,20
244506767,awslabs/dgl-ke,https://api.github.com/repos/awslabs/dgl-ke,834,144,238,50,88,20
258124207,awslabs/dgl-lifesci,https://api.github.com/repos/awslabs/dgl-lifesci,379,91,235,21,52,20
375445655,facebookresearch/AugLy,https://api.github.com/repos/facebookresearch/AugLy,4315,226,202,15,54,20
118840360,rail-berkeley/rlkit,https://api.github.com/repos/rail-berkeley/rlkit,1823,450,184,33,96,20
312573123,OpenMined/SyMPC,https://api.github.com/repos/OpenMined/SyMPC,67,37,182,50,104,20
151156413,facebookresearch/PyTorch-BigGraph,https://api.github.com/repos/facebookresearch/PyTorch-BigGraph,3005,414,167,53,137,20
241103833,bayesiains/nflows,https://api.github.com/repos/bayesiains/nflows,513,72,159,8,34,20
100485912,milesial/Pytorch-UNet,https://api.github.com/repos/milesial/Pytorch-UNet,4984,1599,155,45,334,20
263491619,facebookresearch/DPR,https://api.github.com/repos/facebookresearch/DPR,828,177,155,28,177,20
87720287,Cadene/pretrained-models.pytorch,https://api.github.com/repos/Cadene/pretrained-models.pytorch,8404,1781,154,82,94,20
199940054,aws/sagemaker-pytorch-inference-toolkit,https://api.github.com/repos/aws/sagemaker-pytorch-inference-toolkit,68,44,152,21,10,20
297155132,Stable-Baselines-Team/stable-baselines3-contrib,https://api.github.com/repos/Stable-Baselines-Team/stable-baselines3-contrib,83,38,112,27,48,20
70123664,WildMeOrg/wildbook-ia,https://api.github.com/repos/WildMeOrg/wildbook-ia,25,10,11003,2,14,19
98444695,cylondata/twister2,https://api.github.com/repos/cylondata/twister2,54,28,8780,60,171,19
69389961,microsoft/ELL,https://api.github.com/repos/microsoft/ELL,2164,300,3771,29,185,19
36196800,vortex-exoplanet/VIP,https://api.github.com/repos/vortex-exoplanet/VIP,55,38,2299,6,109,19
237431920,e3nn/e3nn,https://api.github.com/repos/e3nn/e3nn,371,54,2135,14,128,19
237029113,stanford-oval/genienlp,https://api.github.com/repos/stanford-oval/genienlp,41,17,2055,12,34,19
227332007,nusdbsystem/singa-auto,https://api.github.com/repos/nusdbsystem/singa-auto,10,14,1673,12,41,19
284096588,Xilinx/Vitis-In-Depth-Tutorial,https://api.github.com/repos/Xilinx/Vitis-In-Depth-Tutorial,107,64,1381,2,14,19
176126178,CogStack/MedCAT,https://api.github.com/repos/CogStack/MedCAT,231,62,1228,3,55,19
183790380,NVIDIA-AI-IOT/torch2trt,https://api.github.com/repos/NVIDIA-AI-IOT/torch2trt,3133,533,1159,217,420,19
196574819,Quansight-Labs/unumpy,https://api.github.com/repos/Quansight-Labs/unumpy,19,10,653,10,9,19
357891182,open-mmlab/mmgeneration,https://api.github.com/repos/open-mmlab/mmgeneration,680,101,597,16,95,19
149832847,arogozhnikov/einops,https://api.github.com/repos/arogozhnikov/einops,4527,184,545,32,100,19
136302835,JDAI-CV/fast-reid,https://api.github.com/repos/JDAI-CV/fast-reid,2390,644,530,2,591,19
193652854,bytedance/byteps,https://api.github.com/repos/bytedance/byteps,3079,440,432,100,161,19
374286338,tinkerhub/Practical-AI-Bootcamp,https://api.github.com/repos/tinkerhub/Practical-AI-Bootcamp,10,32,300,0,0,19
296369718,IBM/aihwkit,https://api.github.com/repos/IBM/aihwkit,114,47,282,22,145,19
131149716,hazirbas/poselstm-pytorch,https://api.github.com/repos/hazirbas/poselstm-pytorch,96,31,261,0,10,19
240085542,opendp/smartnoise-samples,https://api.github.com/repos/opendp/smartnoise-samples,108,41,250,11,23,19
222407684,HuangJunJie2017/UDP-Pose,https://api.github.com/repos/HuangJunJie2017/UDP-Pose,252,44,242,9,33,19
250229724,alibaba/graph-learn,https://api.github.com/repos/alibaba/graph-learn,1010,205,207,10,116,19
103698763,1adrianb/face-alignment,https://api.github.com/repos/1adrianb/face-alignment,5533,1182,205,61,228,19
215773948,dreamquark-ai/tabnet,https://api.github.com/repos/dreamquark-ai/tabnet,1594,326,179,16,234,19
84835419,analysiscenter/batchflow,https://api.github.com/repos/analysiscenter/batchflow,170,39,5296,24,78,18
44517034,atmtools/typhon,https://api.github.com/repos/atmtools/typhon,43,32,2108,11,46,18
83158675,MushroomRL/mushroom-rl,https://api.github.com/repos/MushroomRL/mushroom-rl,560,101,1745,3,45,18
54228300,mozilla/fathom,https://api.github.com/repos/mozilla/fathom,1927,85,1529,71,86,18
185628775,automl/NASLib,https://api.github.com/repos/automl/NASLib,189,38,1370,19,18,18
274077856,mindspore-ai/akg,https://api.github.com/repos/mindspore-ai/akg,147,27,1345,6,3,18
311009578,RUCAIBox/TextBox,https://api.github.com/repos/RUCAIBox/TextBox,339,60,1340,0,42,18
172116949,uma-pi1/kge,https://api.github.com/repos/uma-pi1/kge,485,106,1322,24,137,18
151299234,mila-iqia/babyai,https://api.github.com/repos/mila-iqia/babyai,528,108,1315,8,37,18
159841177,Kitware/Danesfield,https://api.github.com/repos/Kitware/Danesfield,90,43,1183,6,4,18
253757187,terrier-org/pyterrier,https://api.github.com/repos/terrier-org/pyterrier,182,38,1103,27,194,18
211822289,timeseriesAI/tsai,https://api.github.com/repos/timeseriesAI/tsai,1702,249,1087,20,464,18
296442136,mims-harvard/TDC,https://api.github.com/repos/mims-harvard/TDC,557,101,803,24,57,18
113485248,GRAAL-Research/poutyne,https://api.github.com/repos/GRAAL-Research/poutyne,509,61,750,8,45,18
290091948,labmlai/annotated_deep_learning_paper_implementations,https://api.github.com/repos/labmlai/annotated_deep_learning_paper_implementations,6230,469,700,13,68,18
422148948,IDEA-CCNL/Fengshenbang-LM,https://api.github.com/repos/IDEA-CCNL/Fengshenbang-LM,228,13,667,33,108,18
223495162,snap-stanford/ogb,https://api.github.com/repos/snap-stanford/ogb,1241,273,635,4,243,18
353744696,SymbioticLab/FedScale,https://api.github.com/repos/SymbioticLab/FedScale,92,31,620,35,46,18
172687028,SeldonIO/alibi,https://api.github.com/repos/SeldonIO/alibi,1527,181,565,124,208,18
224287615,aws-samples/aws-builders-fair-projects,https://api.github.com/repos/aws-samples/aws-builders-fair-projects,77,65,555,4,0,18
215175015,kevinhkhsu/DA_detection,https://api.github.com/repos/kevinhkhsu/DA_detection,81,16,416,16,6,18
296285350,Project-MONAI/research-contributions,https://api.github.com/repos/Project-MONAI/research-contributions,139,60,180,44,74,18
206673103,intel/stacks-usecase,https://api.github.com/repos/intel/stacks-usecase,13,22,171,1,0,18
138929098,google/gin-config,https://api.github.com/repos/google/gin-config,1444,95,151,35,42,18
96111593,huggingface/neuralcoref,https://api.github.com/repos/huggingface/neuralcoref,2481,434,116,51,253,18
61916488,HyperGAN/HyperGAN,https://api.github.com/repos/HyperGAN/HyperGAN,1159,169,3902,17,96,17
226835846,fgnt/paderbox,https://api.github.com/repos/fgnt/paderbox,25,123,2786,1,4,17
47694811,jcmgray/quimb,https://api.github.com/repos/jcmgray/quimb,238,54,1715,39,74,17
36567109,Pinafore/qb,https://api.github.com/repos/Pinafore/qb,160,50,1511,4,63,17
178251395,NeuroDiffGym/neurodiffeq,https://api.github.com/repos/NeuroDiffGym/neurodiffeq,256,37,1221,17,65,17
212930899,mit-satori/getting-started,https://api.github.com/repos/mit-satori/getting-started,20,22,874,2,1,17
232388106,uber/orbit,https://api.github.com/repos/uber/orbit,1254,84,871,56,325,17
128056991,kendryte/nncase,https://api.github.com/repos/kendryte/nncase,456,138,868,18,306,17
123424015,shibing624/pycorrector,https://api.github.com/repos/shibing624/pycorrector,3002,742,768,19,309,17
147853940,NRCan/geo-deep-learning,https://api.github.com/repos/NRCan/geo-deep-learning,115,33,746,53,215,17
183944453,astooke/rlpyt,https://api.github.com/repos/astooke/rlpyt,1999,318,658,58,110,17
213390927,SeldonIO/alibi-detect,https://api.github.com/repos/SeldonIO/alibi-detect,1165,122,637,93,211,17
171563572,namisan/mt-dnn,https://api.github.com/repos/namisan/mt-dnn,1913,380,569,18,162,17
89349679,google/sling,https://api.github.com/repos/google/sling,1895,281,508,1,106,17
67426132,rwth-i6/returnn-experiments,https://api.github.com/repos/rwth-i6/returnn-experiments,134,45,479,1,58,17
60142885,ml4a/ml4a,https://api.github.com/repos/ml4a/ml4a,1325,297,466,7,44,17
408878899,argonne-lcf/ai-science-training-series,https://api.github.com/repos/argonne-lcf/ai-science-training-series,37,13,458,1,0,17
274629316,pfnet/pfrl,https://api.github.com/repos/pfnet/pfrl,793,112,410,28,40,17
322152335,microsoft/superbenchmark,https://api.github.com/repos/microsoft/superbenchmark,58,23,356,5,34,17
136577122,microsoft/arcticseals,https://api.github.com/repos/microsoft/arcticseals,27,14,347,11,4,17
174762036,castorini/hedwig,https://api.github.com/repos/castorini/hedwig,478,104,269,24,20,17
300996055,lucidrains/vit-pytorch,https://api.github.com/repos/lucidrains/vit-pytorch,8639,1406,265,101,114,17
320772348,LibCity/Bigscity-LibCity,https://api.github.com/repos/LibCity/Bigscity-LibCity,300,58,265,1,71,17
295347245,rsouza/NeuralNetworks_Course,https://api.github.com/repos/rsouza/NeuralNetworks_Course,27,30,262,0,0,17
345074406,textflint/textflint,https://api.github.com/repos/textflint/textflint,541,86,257,3,29,17
254050292,AI4Bharat/indic-bert,https://api.github.com/repos/AI4Bharat/indic-bert,231,33,250,4,21,17
239242382,thu-coai/ConvLab-2,https://api.github.com/repos/thu-coai/ConvLab-2,311,113,243,12,103,17
138456690,HowardNTUST/Marketing-Data-Science-Application,https://api.github.com/repos/HowardNTUST/Marketing-Data-Science-Application,95,78,223,1,2,17
159494117,molecularsets/moses,https://api.github.com/repos/molecularsets/moses,555,173,208,18,32,17
117772329,MVIG-SJTU/AlphaPose,https://api.github.com/repos/MVIG-SJTU/AlphaPose,5883,1650,190,194,857,17
119014048,Lyken17/pytorch-OpCounter,https://api.github.com/repos/Lyken17/pytorch-OpCounter,3238,404,190,52,97,17
182419862,Tiiiger/bert_score,https://api.github.com/repos/Tiiiger/bert_score,829,139,168,3,115,17
372975679,Aggregate-Intellect/original-handson-packages,https://api.github.com/repos/Aggregate-Intellect/original-handson-packages,26,23,168,0,0,17
225393289,huawei-noah/Pretrained-Language-Model,https://api.github.com/repos/huawei-noah/Pretrained-Language-Model,2114,435,149,90,100,17
206366193,interpretml/interpret-text,https://api.github.com/repos/interpretml/interpret-text,303,54,146,36,17,17
272909064,microsoft/CodeBERT,https://api.github.com/repos/microsoft/CodeBERT,580,162,117,13,199,17
411730917,lava-nc/lava-dl,https://api.github.com/repos/lava-nc/lava-dl,37,19,100,11,54,17
366659969,labelflow/labelflow,https://api.github.com/repos/labelflow/labelflow,156,17,4473,136,372,16
178290396,fastestimator/fastestimator,https://api.github.com/repos/fastestimator/fastestimator,43,25,3983,0,11,16
182054091,getkeops/keops,https://api.github.com/repos/getkeops/keops,626,43,3518,77,162,16
105591065,kengz/SLM-Lab,https://api.github.com/repos/kengz/SLM-Lab,1022,206,2569,12,54,16
233944205,allenai/allenact,https://api.github.com/repos/allenai/allenact,188,37,2213,36,47,16
192824415,alex-petrenko/sample-factory,https://api.github.com/repos/alex-petrenko/sample-factory,310,45,1306,7,70,16
178459453,HorizonRobotics/alf,https://api.github.com/repos/HorizonRobotics/alf,145,33,1063,47,198,16
157027341,BachiLi/redner,https://api.github.com/repos/BachiLi/redner,1129,111,908,48,96,16
30311714,eth-sri/ELINA,https://api.github.com/repos/eth-sri/ELINA,97,42,905,13,45,16
191514773,victorca25/traiNNer,https://api.github.com/repos/victorca25/traiNNer,139,30,861,10,22,16
250262642,SforAiDl/genrl,https://api.github.com/repos/SforAiDl/genrl,374,55,813,35,154,16
206838300,mvlearn/mvlearn,https://api.github.com/repos/mvlearn/mvlearn,128,19,606,28,98,16
184557077,interpretml/DiCE,https://api.github.com/repos/interpretml/DiCE,781,110,599,49,89,16
248374167,kexinhuang12345/DeepPurpose,https://api.github.com/repos/kexinhuang12345/DeepPurpose,533,169,523,2,110,16
178470700,ConvLab/ConvLab,https://api.github.com/repos/ConvLab/ConvLab,378,112,501,9,48,16
122806629,PetrochukM/PyTorch-NLP,https://api.github.com/repos/PetrochukM/PyTorch-NLP,2022,249,447,20,49,16
400476704,ifzhang/ByteTrack,https://api.github.com/repos/ifzhang/ByteTrack,1871,312,389,203,74,16
193449903,alexandrainst/danlp,https://api.github.com/repos/alexandrainst/danlp,141,31,366,12,80,16
223287445,norse/norse,https://api.github.com/repos/norse/norse,343,50,365,46,108,16
442441672,milvus-io/knowhere,https://api.github.com/repos/milvus-io/knowhere,14,12,349,44,76,16
158587515,comet-ml/comet-examples,https://api.github.com/repos/comet-ml/comet-examples,92,44,341,2,8,16
159734547,BorealisAI/advertorch,https://api.github.com/repos/BorealisAI/advertorch,1002,171,309,19,35,16
188660663,CorentinJ/Real-Time-Voice-Cloning,https://api.github.com/repos/CorentinJ/Real-Time-Voice-Cloning,33590,6157,295,89,876,16
226280764,bytedance/lightseq,https://api.github.com/repos/bytedance/lightseq,2020,211,258,147,105,16
412005579,thunlp/OpenPrompt,https://api.github.com/repos/thunlp/OpenPrompt,1169,117,250,47,151,16
185834676,NVIDIA/CUDALibrarySamples,https://api.github.com/repos/NVIDIA/CUDALibrarySamples,331,94,237,26,73,16
209895143,faustomorales/keras-ocr,https://api.github.com/repos/faustomorales/keras-ocr,971,251,204,76,110,16
250666897,facebookresearch/dynabench,https://api.github.com/repos/facebookresearch/dynabench,15,11,161,34,206,16
329620403,zju3dv/EasyMocap,https://api.github.com/repos/zju3dv/EasyMocap,988,146,159,67,186,16
150449550,ZQPei/deep_sort_pytorch,https://api.github.com/repos/ZQPei/deep_sort_pytorch,2020,597,145,117,114,16
230359479,werner-duvaud/muzero-general,https://api.github.com/repos/werner-duvaud/muzero-general,1657,428,132,38,130,16
323966500,facebookresearch/deit,https://api.github.com/repos/facebookresearch/deit,2521,344,126,14,161,16
425209123,wenet-e2e/wekws,https://api.github.com/repos/wenet-e2e/wekws,122,25,105,13,23,16
227272405,AliaksandrSiarohin/first-order-model,https://api.github.com/repos/AliaksandrSiarohin/first-order-model,12148,2718,101,270,220,16
38152816,modernmt/modernmt,https://api.github.com/repos/modernmt/modernmt,260,55,3406,56,523,15
78206288,CEA-LIST/N2D2,https://api.github.com/repos/CEA-LIST/N2D2,98,22,2994,3,103,15
169442310,amaiya/ktrain,https://api.github.com/repos/amaiya/ktrain,953,237,2885,0,444,15
227367327,PINTO0309/PINTO_model_zoo,https://api.github.com/repos/PINTO0309/PINTO_model_zoo,1467,251,2445,7,251,15
276036730,pykale/pykale,https://api.github.com/repos/pykale/pykale,321,40,2152,0,87,15
114339844,chainer/chainerui,https://api.github.com/repos/chainer/chainerui,171,29,1860,10,60,15
365552545,bigscience-workshop/bigscience,https://api.github.com/repos/bigscience-workshop/bigscience,173,18,1156,11,4,15
247828143,stanfordnlp/stanfordnlp,https://api.github.com/repos/stanfordnlp/stanfordnlp,77,23,866,4,5,15
339920287,zyddnys/manga-image-translator,https://api.github.com/repos/zyddnys/manga-image-translator,223,51,653,29,144,15
168630156,facebookresearch/pyrobot,https://api.github.com/repos/facebookresearch/pyrobot,2009,315,461,10,72,15
182017442,Harry24k/adversarial-attacks-pytorch,https://api.github.com/repos/Harry24k/adversarial-attacks-pytorch,767,186,450,16,71,15
101685663,asappresearch/sru,https://api.github.com/repos/asappresearch/sru,2029,304,400,59,68,15
146455410,neulab/compare-mt,https://api.github.com/repos/neulab/compare-mt,379,54,363,5,42,15
175047691,aws-samples/amazon-sagemaker-examples-jp,https://api.github.com/repos/aws-samples/amazon-sagemaker-examples-jp,94,45,326,2,7,15
241687768,informagi/REL,https://api.github.com/repos/informagi/REL,198,47,254,8,82,15
210943545,facebookresearch/BLINK,https://api.github.com/repos/facebookresearch/BLINK,816,157,211,53,34,15
253385242,zylo117/Yet-Another-EfficientDet-Pytorch,https://api.github.com/repos/zylo117/Yet-Another-EfficientDet-Pytorch,4980,1257,199,357,346,15
85873012,meetps/pytorch-semseg,https://api.github.com/repos/meetps/pytorch-semseg,3197,799,192,125,96,15
241176969,fra31/auto-attack,https://api.github.com/repos/fra31/auto-attack,340,60,176,18,47,15
125099497,adobe/NLP-Cube,https://api.github.com/repos/adobe/NLP-Cube,458,83,156,2,55,15
340001648,isglobal-exposomeHub/ExposomeDataChallenge2021,https://api.github.com/repos/isglobal-exposomeHub/ExposomeDataChallenge2021,12,25,108,0,0,15
280043130,graph4ai/graph4nlp,https://api.github.com/repos/graph4ai/graph4nlp,1209,148,1941,4,162,14
213517609,IBM/transition-amr-parser,https://api.github.com/repos/IBM/transition-amr-parser,67,19,1846,9,28,14
159849583,UW-COSMOS/Cosmos,https://api.github.com/repos/UW-COSMOS/Cosmos,29,11,1811,28,33,14
266369147,takuseno/d3rlpy,https://api.github.com/repos/takuseno/d3rlpy,521,79,1258,44,164,14
127010483,deeptime-ml/deeptime,https://api.github.com/repos/deeptime-ml/deeptime,344,39,1245,10,47,14
218188149,kan-bayashi/ParallelWaveGAN,https://api.github.com/repos/kan-bayashi/ParallelWaveGAN,959,245,1185,32,199,14
247033379,MIND-Lab/OCTIS,https://api.github.com/repos/MIND-Lab/OCTIS,314,28,1111,20,62,14
132476190,PIQuIL/QuCumber,https://api.github.com/repos/PIQuIL/QuCumber,159,30,1097,9,67,14
304451364,rlberry-py/rlberry,https://api.github.com/repos/rlberry-py/rlberry,90,15,1068,20,61,14
299443676,jeshraghian/snntorch,https://api.github.com/repos/jeshraghian/snntorch,174,39,966,14,43,14
361568869,Nixtla/neuralforecast,https://api.github.com/repos/Nixtla/neuralforecast,311,27,950,36,143,14
140494324,Xilinx/brevitas,https://api.github.com/repos/Xilinx/brevitas,596,124,948,105,205,14
143090423,zjunlp/DeepKE,https://api.github.com/repos/zjunlp/DeepKE,955,281,930,0,204,14
210014892,DSE-MSU/DeepRobust,https://api.github.com/repos/DSE-MSU/DeepRobust,603,121,836,26,59,14
432048154,rixez/Brats21_KAIST_MRI_Lab,https://api.github.com/repos/rixez/Brats21_KAIST_MRI_Lab,46,11,649,1,14,14
230259830,dataloop-ai/AutoML,https://api.github.com/repos/dataloop-ai/AutoML,327,43,633,0,6,14
173051915,limbo018/DREAMPlace,https://api.github.com/repos/limbo018/DREAMPlace,308,97,625,41,48,14
273564830,RobustBench/robustbench,https://api.github.com/repos/RobustBench/robustbench,276,33,608,5,62,14
188530455,SaturdaysAI/Projects,https://api.github.com/repos/SaturdaysAI/Projects,27,28,532,0,0,14
145448471,HelioML/HelioML,https://api.github.com/repos/HelioML/HelioML,42,30,462,13,17,14
361885982,MaximIntegratedAI/refdes,https://api.github.com/repos/MaximIntegratedAI/refdes,12,10,450,0,7,14
127776748,aiqm/torchani,https://api.github.com/repos/aiqm/torchani,289,82,432,14,135,14
267619792,Unbabel/COMET,https://api.github.com/repos/Unbabel/COMET,124,19,428,8,81,14
307892602,glinscott/nnue-pytorch,https://api.github.com/repos/glinscott/nnue-pytorch,112,35,408,14,38,14
321584367,manujosephv/pytorch_tabular,https://api.github.com/repos/manujosephv/pytorch_tabular,542,55,405,11,84,14
301903883,huawei-noah/SMARTS,https://api.github.com/repos/huawei-noah/SMARTS,525,103,388,294,611,14
306980630,lucidrains/x-transformers,https://api.github.com/repos/lucidrains/x-transformers,1413,111,344,33,61,14
243806106,piEsposito/blitz-bayesian-deep-learning,https://api.github.com/repos/piEsposito/blitz-bayesian-deep-learning,573,76,234,22,49,14
214118425,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,https://api.github.com/repos/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,6244,1429,189,116,140,14
292165029,alibaba/EasyTransfer,https://api.github.com/repos/alibaba/EasyTransfer,741,152,186,23,16,14
121209067,alexandonian/pretorched-x,https://api.github.com/repos/alexandonian/pretorched-x,305,46,157,0,0,14
225531542,taichi-dev/difftaichi,https://api.github.com/repos/taichi-dev/difftaichi,2051,232,107,14,24,14
191256013,facebookresearch/pycls,https://api.github.com/repos/facebookresearch/pycls,1843,216,104,23,56,14
91284550,studioml/studio,https://api.github.com/repos/studioml/studio,374,52,2410,57,195,13
136200312,madminer-tool/madminer,https://api.github.com/repos/madminer-tool/madminer,59,32,2403,24,64,13
171952729,openpifpaf/openpifpaf,https://api.github.com/repos/openpifpaf/openpifpaf,874,192,1747,26,237,13
294508228,quic/sense,https://api.github.com/repos/quic/sense,646,90,1563,11,22,13
141242285,PreferredAI/cornac,https://api.github.com/repos/PreferredAI/cornac,530,87,1236,9,108,13
150755179,NLPatVCU/medaCy,https://api.github.com/repos/NLPatVCU/medaCy,348,83,1136,20,61,13
139635485,mikgroup/sigpy,https://api.github.com/repos/mikgroup/sigpy,186,59,1110,13,42,13
93671170,inferno-pytorch/inferno,https://api.github.com/repos/inferno-pytorch/inferno,244,40,962,12,43,13
336063986,mit-han-lab/torchquantum,https://api.github.com/repos/mit-han-lab/torchquantum,146,21,940,17,18,13
184316081,CosmiQ/solaris,https://api.github.com/repos/CosmiQ/solaris,346,98,922,92,153,13
222706260,nanoporetech/bonito,https://api.github.com/repos/nanoporetech/bonito,241,74,897,101,177,13
231085044,Tessellate-Imaging/Monk_Object_Detection,https://api.github.com/repos/Tessellate-Imaging/Monk_Object_Detection,517,223,772,25,38,13
370646033,BaguaSys/bagua,https://api.github.com/repos/BaguaSys/bagua,666,60,765,28,117,13
238624882,Novetta/adaptnlp,https://api.github.com/repos/Novetta/adaptnlp,388,37,751,7,57,13
92927706,FenTechSolutions/CausalDiscoveryToolbox,https://api.github.com/repos/FenTechSolutions/CausalDiscoveryToolbox,679,150,742,58,74,13
305535166,SMAT-Lab/Scalpel,https://api.github.com/repos/SMAT-Lab/Scalpel,77,10,661,1,55,13
189626307,aspuru-guzik-group/selfies,https://api.github.com/repos/aspuru-guzik-group/selfies,349,83,655,6,50,13
241986373,lebrice/Sequoia,https://api.github.com/repos/lebrice/Sequoia,148,14,576,55,60,13
330041216,decile-team/cords,https://api.github.com/repos/decile-team/cords,72,20,538,27,17,13
320124143,roatienza/deep-text-recognition-benchmark,https://api.github.com/repos/roatienza/deep-text-recognition-benchmark,121,32,469,21,13,13
68285870,yandexdataschool/Practical_DL,https://api.github.com/repos/yandexdataschool/Practical_DL,1129,529,462,9,9,13
167240425,uber/neuropod,https://api.github.com/repos/uber/neuropod,886,70,459,43,39,13
124918816,pytorchbearer/torchbearer,https://api.github.com/repos/pytorchbearer/torchbearer,616,68,430,10,237,13
430702223,pixray/pixray,https://api.github.com/repos/pixray/pixray,404,44,397,27,25,13
87874579,VisionLearningGroup/VisionLearningGroup.github.io,https://api.github.com/repos/VisionLearningGroup/VisionLearningGroup.github.io,135,51,361,13,4,13
217278398,electronicvisions/norse,https://api.github.com/repos/electronicvisions/norse,55,10,343,0,1,13
435549806,AstraZeneca/chemicalx,https://api.github.com/repos/AstraZeneca/chemicalx,183,18,317,6,35,13
173002255,sdv-dev/SDGym,https://api.github.com/repos/sdv-dev/SDGym,149,44,307,17,79,13
179265268,visionml/pytracking,https://api.github.com/repos/visionml/pytracking,2043,468,303,44,306,13
172985099,facebookresearch/EGG,https://api.github.com/repos/facebookresearch/EGG,224,83,288,5,52,13
320628155,lukas-blecher/LaTeX-OCR,https://api.github.com/repos/lukas-blecher/LaTeX-OCR,826,128,285,34,122,13
204547575,harvardnlp/pytorch-struct,https://api.github.com/repos/harvardnlp/pytorch-struct,1020,84,271,24,30,13
300679113,mlcommons/mlcube_examples,https://api.github.com/repos/mlcommons/mlcube_examples,15,25,236,5,2,13
188506754,timesler/facenet-pytorch,https://api.github.com/repos/timesler/facenet-pytorch,2680,593,235,66,94,13
386540985,AbangLZU/EasyPointPillars,https://api.github.com/repos/AbangLZU/EasyPointPillars,28,13,216,2,0,13
193117233,gmalivenko/onnx2keras,https://api.github.com/repos/gmalivenko/onnx2keras,147,83,164,91,25,13
104583244,jonkhler/s2cnn,https://api.github.com/repos/jonkhler/s2cnn,861,160,141,16,31,13
94881500,THUNLP-MT/THUMT,https://api.github.com/repos/THUNLP-MT/THUMT,622,192,136,24,81,13
