id,full_name,url,stars,forks,commit,openIssue,closedIssue,collaborators
81784084,chainer/chainercv,https://api.github.com/repos/chainer/chainercv,1469,318,4930,37,168,36
166213444,danielegrattarola/spektral,https://api.github.com/repos/danielegrattarola/spektral,1987,270,1034,37,168,17
263687600,openvinotoolkit/nncf,https://api.github.com/repos/openvinotoolkit/nncf,399,99,811,20,166,30
238772762,tensorflow/quantum,https://api.github.com/repos/tensorflow/quantum,1369,369,714,73,165,28
62756469,scanner-research/scanner,https://api.github.com/repos/scanner-research/scanner,594,101,2303,69,165,12
75284069,X-DataInitiative/tick,https://api.github.com/repos/X-DataInitiative/tick,369,84,413,54,164,14
101113923,yangyanli/PointCNN,https://api.github.com/repos/yangyanli/PointCNN,1206,341,204,52,164,5
21110337,ajschumacher/ajschumacher.github.io,https://api.github.com/repos/ajschumacher/ajschumacher.github.io,14,22,974,166,164,2
114153539,albermax/innvestigate,https://api.github.com/repos/albermax/innvestigate,947,211,943,65,163,15
180372498,plotly/dash-sample-apps,https://api.github.com/repos/plotly/dash-sample-apps,2190,2506,2921,29,162,45
13310592,LLNL/magpie,https://api.github.com/repos/LLNL/magpie,156,44,2396,37,162,10
241048164,jina-ai/examples,https://api.github.com/repos/jina-ai/examples,416,150,1669,4,159,60
193652854,bytedance/byteps,https://api.github.com/repos/bytedance/byteps,3069,438,432,94,159,19
105952367,onnx/models,https://api.github.com/repos/onnx/models,4367,955,199,129,157,55
394089041,spiceai/spiceai,https://api.github.com/repos/spiceai/spiceai,704,28,354,36,157,9
172687028,SeldonIO/alibi,https://api.github.com/repos/SeldonIO/alibi,1516,180,367,103,156,18
352983353,instadeepai/Mava,https://api.github.com/repos/instadeepai/Mava,325,31,2609,19,156,13
120985410,EdjeElectronics/TensorFlow-Object-Detection-API-Tutorial-Train-Multiple-Objects-Windows-10,https://api.github.com/repos/EdjeElectronics/TensorFlow-Object-Detection-API-Tutorial-Train-Multiple-Objects-Windows-10,2769,1304,161,396,156,8
205382115,LabeliaLabs/distributed-learning-contributivity,https://api.github.com/repos/LabeliaLabs/distributed-learning-contributivity,49,10,1513,26,154,16
84252717,photonixapp/photonix,https://api.github.com/repos/photonixapp/photonix,1175,84,976,112,153,17
276495512,isl-org/Open3D-ML,https://api.github.com/repos/isl-org/Open3D-ML,701,141,520,14,152,33
81509390,tensorflow/transform,https://api.github.com/repos/tensorflow/transform,903,199,759,24,152,24
146084605,tensorlayer/hyperpose,https://api.github.com/repos/tensorlayer/hyperpose,1118,268,538,26,152,17
184316081,CosmiQ/solaris,https://api.github.com/repos/CosmiQ/solaris,345,97,922,81,151,13
155619942,tensorflow/model-optimization,https://api.github.com/repos/tensorflow/model-optimization,1197,268,720,122,150,62
192298972,flink-extended/dl-on-flink,https://api.github.com/repos/flink-extended/dl-on-flink,562,177,830,17,150,16
229097134,photosynthesis-team/piq,https://api.github.com/repos/photosynthesis-team/piq,470,37,192,21,150,10
93354260,lllyasviel/style2paints,https://api.github.com/repos/lllyasviel/style2paints,14472,1803,347,11,150,8
192155460,dragen1860/Deep-Learning-with-TensorFlow-book,https://api.github.com/repos/dragen1860/Deep-Learning-with-TensorFlow-book,12187,3961,151,73,148,5
87067212,deepmind/sonnet,https://api.github.com/repos/deepmind/sonnet,9190,1310,847,19,147,49
273839530,Python-World/python-mini-projects,https://api.github.com/repos/Python-World/python-mini-projects,9090,2523,977,26,146,126
150938406,alibaba/Alink,https://api.github.com/repos/alibaba/Alink,2994,711,209,29,146,16
113707110,GeorgeSeif/Semantic-Segmentation-Suite,https://api.github.com/repos/GeorgeSeif/Semantic-Segmentation-Suite,2410,871,170,80,145,6
170224648,tensorflow/swift-apis,https://api.github.com/repos/tensorflow/swift-apis,774,136,1004,61,144,58
79821807,yandexdataschool/Practical_RL,https://api.github.com/repos/yandexdataschool/Practical_RL,4810,1464,1316,30,143,68
250253821,NOAA-OWP/t-route,https://api.github.com/repos/NOAA-OWP/t-route,18,23,576,109,142,9
172703996,spcl/dace,https://api.github.com/repos/spcl/dace,219,51,7438,48,141,36
228700143,plasma-umass/scalene,https://api.github.com/repos/plasma-umass/scalene,5293,182,2322,40,141,26
358017583,NVIDIA-Merlin/Transformers4Rec,https://api.github.com/repos/NVIDIA-Merlin/Transformers4Rec,454,37,793,50,140,14
253846879,determined-ai/determined,https://api.github.com/repos/determined-ai/determined,1629,201,3248,23,139,44
12567717,projectchrono/chrono,https://api.github.com/repos/projectchrono/chrono,1301,301,13645,62,138,52
137539238,uber/petastorm,https://api.github.com/repos/uber/petastorm,1351,233,668,126,138,28
214118425,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,https://api.github.com/repos/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,6234,1427,189,109,138,14
244029618,data-science-on-aws/oreilly_book,https://api.github.com/repos/data-science-on-aws/oreilly_book,2484,791,3130,74,138,11
132939275,hackingmaterials/automatminer,https://api.github.com/repos/hackingmaterials/automatminer,89,36,1666,34,138,10
196534475,williamfzc/stagesepx,https://api.github.com/repos/williamfzc/stagesepx,351,101,582,21,137,2
108329371,fastmachinelearning/hls4ml,https://api.github.com/repos/fastmachinelearning/hls4ml,605,223,1164,112,136,30
219559345,JdeRobot/BehaviorMetrics,https://api.github.com/repos/JdeRobot/BehaviorMetrics,32,21,752,32,136,9
83542054,undertheseanlp/underthesea,https://api.github.com/repos/undertheseanlp/underthesea,930,232,753,21,136,8
94167466,microsoft/O-CNN,https://api.github.com/repos/microsoft/O-CNN,533,153,155,1,136,7
347502287,kingoflolz/mesh-transformer-jax,https://api.github.com/repos/kingoflolz/mesh-transformer-jax,3819,472,142,13,135,23
210452618,Adlik/Adlik,https://api.github.com/repos/Adlik/Adlik,492,49,360,25,135,20
213390927,SeldonIO/alibi-detect,https://api.github.com/repos/SeldonIO/alibi-detect,1140,118,455,73,135,15
189350661,lukemelas/EfficientNet-PyTorch,https://api.github.com/repos/lukemelas/EfficientNet-PyTorch,6761,1394,162,133,134,21
81388866,gradientinstitute/aboleth,https://api.github.com/repos/gradientinstitute/aboleth,127,10,445,11,132,5
142219189,tensorflow/lingvo,https://api.github.com/repos/tensorflow/lingvo,2387,391,3895,89,130,56
310901731,kritikaparmar-programmer/HealthCheck,https://api.github.com/repos/kritikaparmar-programmer/HealthCheck,78,104,305,0,128,40
254755757,Palashio/libra,https://api.github.com/repos/Palashio/libra,1925,116,1367,44,128,28
142217252,afeinstein20/eleanor,https://api.github.com/repos/afeinstein20/eleanor,71,32,1307,21,128,15
82193141,tryolabs/luminoth,https://api.github.com/repos/tryolabs/luminoth,2382,409,838,52,128,12
186212711,ratsgo/embedding,https://api.github.com/repos/ratsgo/embedding,332,106,413,3,128,4
247410025,hasanirtiza/Pedestron,https://api.github.com/repos/hasanirtiza/Pedestron,508,117,733,0,127,44
90399066,trishullab/bayou,https://api.github.com/repos/trishullab/bayou,270,82,709,17,127,6
117689372,regel/loudml,https://api.github.com/repos/regel/loudml,237,86,1097,74,127,4
112687645,suragnair/alpha-zero-general,https://api.github.com/repos/suragnair/alpha-zero-general,2674,772,207,27,126,34
135559956,sentinel-hub/eo-learn,https://api.github.com/repos/sentinel-hub/eo-learn,844,257,1943,7,126,29
98052177,asyml/texar,https://api.github.com/repos/asyml/texar,2243,372,1719,31,126,27
97976723,emedvedev/attention-ocr,https://api.github.com/repos/emedvedev/attention-ocr,887,247,205,23,126,22
240232771,TensorSpeech/TensorFlowASR,https://api.github.com/repos/TensorSpeech/TensorFlowASR,629,182,535,45,126,10
277277803,EleutherAI/gpt-neo,https://api.github.com/repos/EleutherAI/gpt-neo,6108,497,883,13,125,26
229509259,athena-team/athena,https://api.github.com/repos/athena-team/athena,732,151,673,5,125,16
327949189,mindee/doctr,https://api.github.com/repos/mindee/doctr,597,90,564,31,125,12
154748951,mozilla/LPCNet,https://api.github.com/repos/mozilla/LPCNet,834,259,368,36,125,3
189305903,tensorflow/text,https://api.github.com/repos/tensorflow/text,890,180,598,27,124,71
47799229,carpedm20/DCGAN-tensorflow,https://api.github.com/repos/carpedm20/DCGAN-tensorflow,6984,2695,301,178,124,39
121798175,onnx/onnxmltools,https://api.github.com/repos/onnx/onnxmltools,600,136,272,75,124,33
182054091,getkeops/keops,https://api.github.com/repos/getkeops/keops,618,43,3231,44,124,15
51334498,brainiak/brainiak,https://api.github.com/repos/brainiak/brainiak,260,128,393,70,123,32
58776721,googledatalab/pydatalab,https://api.github.com/repos/googledatalab/pydatalab,192,79,415,83,123,30
264782257,Shawn-Shan/fawkes,https://api.github.com/repos/Shawn-Shan/fawkes,4438,437,128,11,123,3
292016444,openvinotoolkit/datumaro,https://api.github.com/repos/openvinotoolkit/datumaro,230,48,494,72,122,21
213020264,google/trax,https://api.github.com/repos/google/trax,6760,692,1592,84,121,69
258479275,hunglc007/tensorflow-yolov4-tflite,https://api.github.com/repos/hunglc007/tensorflow-yolov4-tflite,1931,1060,159,262,121,11
108539084,ufoym/deepo,https://api.github.com/repos/ufoym/deepo,6180,771,141,2,121,9
260420185,deepmind/acme,https://api.github.com/repos/deepmind/acme,2520,306,732,41,120,47
92314074,Kismuz/btgym,https://api.github.com/repos/Kismuz/btgym,874,240,635,10,120,9
257681773,pythonlessons/TensorFlow-2.x-YOLOv3,https://api.github.com/repos/pythonlessons/TensorFlow-2.x-YOLOv3,456,243,219,40,119,4
205189136,larq/compute-engine,https://api.github.com/repos/larq/compute-engine,185,30,516,11,118,17
137616563,MLBazaar/MLPrimitives,https://api.github.com/repos/MLBazaar/MLPrimitives,63,35,608,27,118,15
105699750,yzhao062/pyod,https://api.github.com/repos/yzhao062/pyod,5240,1031,1414,108,117,27
137103159,IndicoDataSolutions/finetune,https://api.github.com/repos/IndicoDataSolutions/finetune,656,74,1483,22,117,14
167415972,dmis-lab/biobert,https://api.github.com/repos/dmis-lab/biobert,1381,372,109,39,117,6
158789895,YunYang1994/tensorflow-yolov3,https://api.github.com/repos/YunYang1994/tensorflow-yolov3,3515,1400,370,464,117,5
176374098,larq/larq,https://api.github.com/repos/larq/larq,539,64,635,16,116,17
46443613,tensorflow/skflow,https://api.github.com/repos/tensorflow/skflow,3201,468,549,3,114,24
142100489,tech-srl/code2vec,https://api.github.com/repos/tech-srl/code2vec,833,228,161,11,114,9
206670333,sgoldenlab/simba,https://api.github.com/repos/sgoldenlab/simba,153,77,1657,22,114,7
92541759,pytorch/benchmark,https://api.github.com/repos/pytorch/benchmark,346,96,566,62,113,43
133867923,IntelLabs/nlp-architect,https://api.github.com/repos/IntelLabs/nlp-architect,2799,446,954,14,112,30
283999274,isl-org/OpenBot,https://api.github.com/repos/isl-org/OpenBot,2064,363,830,10,112,19
139463182,tensorflow/data-validation,https://api.github.com/repos/tensorflow/data-validation,599,119,733,25,112,19
137219689,githubharald/SimpleHTR,https://api.github.com/repos/githubharald/SimpleHTR,1331,670,112,1,112,4
185701977,huaweicloud/ModelArts-Lab,https://api.github.com/repos/huaweicloud/ModelArts-Lab,890,868,2507,59,111,276
83074537,freesurfer/freesurfer,https://api.github.com/repos/freesurfer/freesurfer,292,163,30199,7,111,61
114777739,KhronosGroup/NNEF-Tools,https://api.github.com/repos/KhronosGroup/NNEF-Tools,188,46,445,3,111,11
38223600,openvax/mhcflurry,https://api.github.com/repos/openvax/mhcflurry,132,43,1624,3,111,10
176744185,microsoft/Deep3DFaceReconstruction,https://api.github.com/repos/microsoft/Deep3DFaceReconstruction,1361,331,119,81,111,5
103350832,salu133445/musegan,https://api.github.com/repos/salu133445/musegan,1046,267,404,7,110,10
51115997,tensorflow/rust,https://api.github.com/repos/tensorflow/rust,3488,305,755,40,108,42
233910136,magenta/ddsp,https://api.github.com/repos/magenta/ddsp,2061,224,432,18,108,22
59806725,LearnSphere/WorkflowComponents,https://api.github.com/repos/LearnSphere/WorkflowComponents,22,16,1016,14,108,14
159175746,idealo/image-super-resolution,https://api.github.com/repos/idealo/image-super-resolution,3407,618,150,83,108,10
174653395,NVIDIA-AI-IOT/jetbot,https://api.github.com/repos/NVIDIA-AI-IOT/jetbot,2445,835,376,242,107,8
165826654,deepmind/deepmind-research,https://api.github.com/repos/deepmind/deepmind-research,9585,1945,306,84,106,60
126842861,XanaduAI/strawberryfields,https://api.github.com/repos/XanaduAI/strawberryfields,604,154,1137,19,106,40
275252389,tensorflow/recommenders,https://api.github.com/repos/tensorflow/recommenders,1195,168,289,125,106,23
126311570,zfit/zfit,https://api.github.com/repos/zfit/zfit,120,34,3034,4,106,19
209895143,faustomorales/keras-ocr,https://api.github.com/repos/faustomorales/keras-ocr,970,249,184,54,106,11
174444931,asyml/texar-pytorch,https://api.github.com/repos/asyml/texar-pytorch,705,114,490,33,105,22
394994747,jina-ai/finetuner,https://api.github.com/repos/jina-ai/finetuner,415,24,408,12,105,18
257648141,Adapter-Hub/adapter-transformers,https://api.github.com/repos/Adapter-Hub/adapter-transformers,663,109,8764,37,104,417
370646033,BaguaSys/bagua,https://api.github.com/repos/BaguaSys/bagua,647,59,681,28,103,12
202993277,david8862/keras-YOLOv3-model-set,https://api.github.com/repos/david8862/keras-YOLOv3-model-set,563,195,529,110,103,11
130903312,tensorflow/swift-models,https://api.github.com/repos/tensorflow/swift-models,622,147,554,45,102,62
205706595,mlrun/mlrun,https://api.github.com/repos/mlrun/mlrun,566,119,1879,39,102,44
167234135,microsoft/vision-ai-developer-kit,https://api.github.com/repos/microsoft/vision-ai-developer-kit,117,54,327,5,102,30
180572200,dbiir/UER-py,https://api.github.com/repos/dbiir/UER-py,1901,348,887,85,101,29
76678740,alfredfrancis/ai-chatbot-framework,https://api.github.com/repos/alfredfrancis/ai-chatbot-framework,1588,645,402,7,101,21
73519205,raghakot/keras-vis,https://api.github.com/repos/raghakot/keras-vis,2912,642,195,113,101,8
118946377,tensorflow/lucid,https://api.github.com/repos/tensorflow/lucid,4363,621,667,70,100,34
83119431,apachecn/AiLearning,https://api.github.com/repos/apachecn/AiLearning,32672,10736,207,2,100,8
241296160,deepmind/dm-haiku,https://api.github.com/repos/deepmind/dm-haiku,1714,131,685,24,99,52
241095326,adap/flower,https://api.github.com/repos/adap/flower,742,187,684,111,99,28
6942323,bgruening/galaxytools,https://api.github.com/repos/bgruening/galaxytools,94,174,6156,96,98,112
84491182,NeuralNetworkVerification/Marabou,https://api.github.com/repos/NeuralNetworkVerification/Marabou,140,61,1110,28,98,33
273667533,huawei-noah/vega,https://api.github.com/repos/huawei-noah/vega,684,145,244,27,98,18
248347348,lindawangg/COVID-Net,https://api.github.com/repos/lindawangg/COVID-Net,1075,465,227,31,98,11
25311354,explosion/thinc,https://api.github.com/repos/explosion/thinc,2446,234,5020,14,97,42
45234875,aliyun/aliyun-odps-python-sdk,https://api.github.com/repos/aliyun/aliyun-odps-python-sdk,373,84,223,38,97,4
61916488,HyperGAN/HyperGAN,https://api.github.com/repos/HyperGAN/HyperGAN,1157,169,3902,17,96,17
64289132,NeuromorphicProcessorProject/snn_toolbox,https://api.github.com/repos/NeuromorphicProcessorProject/snn_toolbox,244,92,654,2,96,10
95985462,Belval/TextRecognitionDataGenerator,https://api.github.com/repos/Belval/TextRecognitionDataGenerator,2141,728,141,81,95,25
109167714,duckietown/gym-duckietown,https://api.github.com/repos/duckietown/gym-duckietown,473,190,916,29,95,19
180627543,broadinstitute/ml4h,https://api.github.com/repos/broadinstitute/ml4h,43,10,317,22,95,17
157027341,BachiLi/redner,https://api.github.com/repos/BachiLi/redner,1122,108,900,42,95,16
87264011,GeoscienceAustralia/hiperseis,https://api.github.com/repos/GeoscienceAustralia/hiperseis,42,14,2523,2,95,15
2881789,geekcomputers/Python,https://api.github.com/repos/geekcomputers/Python,24678,10689,2612,148,94,416
19313806,scikit-multilearn/scikit-multilearn,https://api.github.com/repos/scikit-multilearn/scikit-multilearn,720,142,487,76,94,10
181222410,minimaxir/gpt-2-simple,https://api.github.com/repos/minimaxir/gpt-2-simple,2867,611,143,145,93,18
261861733,keras-team/keras-io,https://api.github.com/repos/keras-team/keras-io,1370,1217,839,197,92,182
177415822,cisco/mindmeld,https://api.github.com/repos/cisco/mindmeld,547,148,3168,8,92,35
252069995,microsoft/nnfusion,https://api.github.com/repos/microsoft/nnfusion,617,89,181,71,92,19
55794437,JuliaRobotics/Caesar.jl,https://api.github.com/repos/JuliaRobotics/Caesar.jl,144,28,3077,50,92,17
69109444,Coder-Yu/QRec,https://api.github.com/repos/Coder-Yu/QRec,1121,343,877,0,92,9
76279648,src-d/hercules,https://api.github.com/repos/src-d/hercules,1673,132,1004,36,91,20
225393289,huawei-noah/Pretrained-Language-Model,https://api.github.com/repos/huawei-noah/Pretrained-Language-Model,2104,431,121,53,91,12
257801423,cap-ntu/ML-Model-CI,https://api.github.com/repos/cap-ntu/ML-Model-CI,157,27,843,26,91,7
73708854,MTASZTAKI/ApertusVR,https://api.github.com/repos/MTASZTAKI/ApertusVR,127,42,1339,5,91,6
124969197,nabeel-oz/qlik-py-tools,https://api.github.com/repos/nabeel-oz/qlik-py-tools,155,79,393,21,91,2
366098084,Ayush7614/Soomvaar,https://api.github.com/repos/Ayush7614/Soomvaar,38,52,409,14,90,36
164626274,tensorflow/graphics,https://api.github.com/repos/tensorflow/graphics,2585,340,749,71,90,30
99527575,minimaxir/textgenrnn,https://api.github.com/repos/minimaxir/textgenrnn,4632,738,174,120,90,16
83467664,jfkirk/tensorrec,https://api.github.com/repos/jfkirk/tensorrec,1173,221,334,35,90,6
125507544,bonlime/keras-deeplab-v3-plus,https://api.github.com/repos/bonlime/keras-deeplab-v3-plus,1283,427,124,35,89,13
145441279,toybox-rs/Toybox,https://api.github.com/repos/toybox-rs/Toybox,26,10,889,34,89,4
79343907,balancap/SSD-Tensorflow,https://api.github.com/repos/balancap/SSD-Tensorflow,4073,1954,125,289,89,2
157606202,tensorflow/tensorrt,https://api.github.com/repos/tensorflow/tensorrt,624,201,226,84,88,25
187098283,serizba/cppflow,https://api.github.com/repos/serizba/cppflow,544,131,106,42,88,12
168765517,WPI-AIM/ambf,https://api.github.com/repos/WPI-AIM/ambf,90,35,967,23,88,10
305144746,geohot/tinygrad,https://api.github.com/repos/geohot/tinygrad,5163,583,672,5,87,54
272499991,tensorflow/similarity,https://api.github.com/repos/tensorflow/similarity,684,51,322,34,87,17
82330861,rstudio/cloudml,https://api.github.com/repos/rstudio/cloudml,66,27,1036,25,87,10
162747292,tensorflow/privacy,https://api.github.com/repos/tensorflow/privacy,1545,348,629,59,86,43
99108990,microsoft/EdgeML,https://api.github.com/repos/microsoft/EdgeML,1237,332,888,9,86,28
23565243,numenta/htmresearch,https://api.github.com/repos/numenta/htmresearch,224,109,5346,29,86,27
6160207,mjirik/lisa,https://api.github.com/repos/mjirik/lisa,21,13,2904,46,86,13
44731840,lablup/backend.ai-kernels,https://api.github.com/repos/lablup/backend.ai-kernels,25,12,3161,20,85,12
34359697,google/earthengine-api,https://api.github.com/repos/google/earthengine-api,1764,791,299,63,84,20
281770989,google-research/kubric,https://api.github.com/repos/google-research/kubric,100,19,391,21,84,8
178674590,eg4000/SKU110K_CVPR19,https://api.github.com/repos/eg4000/SKU110K_CVPR19,648,161,112,11,83,4
140285687,osmr/imgclsmob,https://api.github.com/repos/osmr/imgclsmob,2457,499,2476,6,83,3
171815215,studio-ousia/luke,https://api.github.com/repos/studio-ousia/luke,445,63,230,3,83,3
67353330,esokolov/ml-course-hse,https://api.github.com/repos/esokolov/ml-course-hse,1844,793,749,14,82,34
142422739,google/dopamine,https://api.github.com/repos/google/dopamine,9724,1309,282,64,82,10
76486613,keunwoochoi/kapre,https://api.github.com/repos/keunwoochoi/kapre,801,140,194,12,82,9
124822342,huseinzol05/malaya,https://api.github.com/repos/huseinzol05/malaya,296,102,576,4,82,7
91730359,GoogleCloudPlatform/professional-services,https://api.github.com/repos/GoogleCloudPlatform/professional-services,1996,973,1666,45,81,160
257567981,chandrikadeb7/Face-Mask-Detection,https://api.github.com/repos/chandrikadeb7/Face-Mask-Detection,1170,677,184,12,81,29
60849305,nfmcclure/tensorflow_cookbook,https://api.github.com/repos/nfmcclure/tensorflow_cookbook,5999,2464,409,18,81,18
92841276,brightmart/text_classification,https://api.github.com/repos/brightmart/text_classification,7223,2565,318,42,81,10
91534719,philipperemy/keract,https://api.github.com/repos/philipperemy/keract,961,185,385,3,81,9
242953089,airaria/TextBrewer,https://api.github.com/repos/airaria/TextBrewer,1047,177,137,0,81,5
180587550,keiohta/tf2rl,https://api.github.com/repos/keiohta/tf2rl,407,92,985,34,81,4
162021652,jessevig/bertviz,https://api.github.com/repos/jessevig/bertviz,3570,545,283,5,81,3
187248482,OSGeo/grass-addons,https://api.github.com/repos/OSGeo/grass-addons,59,97,8203,45,79,98
268414080,tensorflow/tflite-support,https://api.github.com/repos/tensorflow/tflite-support,213,74,1059,19,79,34
99561213,sonos/tract,https://api.github.com/repos/sonos/tract,1196,121,3519,13,78,29
141242285,PreferredAI/cornac,https://api.github.com/repos/PreferredAI/cornac,528,87,1230,8,78,12
157565932,eth-sri/eran,https://api.github.com/repos/eth-sri/eran,242,83,493,5,78,12
180380038,xinntao/EDVR,https://api.github.com/repos/xinntao/EDVR,1280,303,349,120,78,7
254741570,adriangb/scikeras,https://api.github.com/repos/adriangb/scikeras,96,17,187,27,78,6
81460066,oarriaga/face_classification,https://api.github.com/repos/oarriaga/face_classification,5178,1567,147,40,78,6
127351529,mlcommons/training,https://api.github.com/repos/mlcommons/training,1260,450,272,155,77,38
70756970,ctlearn-project/ctlearn,https://api.github.com/repos/ctlearn-project/ctlearn,40,32,843,16,77,7
133584278,tensorflow/compression,https://api.github.com/repos/tensorflow/compression,577,210,194,2,77,7
175980241,wheaton5/souporcell,https://api.github.com/repos/wheaton5/souporcell,82,29,206,47,77,4
201102332,google/edward2,https://api.github.com/repos/google/edward2,531,63,390,32,76,29
96544175,PAIR-code/facets,https://api.github.com/repos/PAIR-code/facets,6772,862,264,76,76,28
86787427,scanner-research/esper-tv,https://api.github.com/repos/scanner-research/esper-tv,37,10,790,14,76,7
115182783,shaoanlu/faceswap-GAN,https://api.github.com/repos/shaoanlu/faceswap-GAN,3115,816,277,92,76,4
142392897,MaybeShewill-CV/attentive-gan-derainnet,https://api.github.com/repos/MaybeShewill-CV/attentive-gan-derainnet,211,74,127,1,76,3
263364731,mlco2/codecarbon,https://api.github.com/repos/mlco2/codecarbon,358,45,926,45,75,25
272777821,SeldonIO/MLServer,https://api.github.com/repos/SeldonIO/MLServer,155,42,755,57,75,16
68727369,ethz-asl/segmap,https://api.github.com/repos/ethz-asl/segmap,887,377,229,59,75,6
189184276,Delta-ML/delta,https://api.github.com/repos/Delta-ML/delta,1493,294,932,1,74,16
166483718,dmlc/decord,https://api.github.com/repos/dmlc/decord,837,69,348,77,74,10
288818644,whitead/dmol-book,https://api.github.com/repos/whitead/dmol-book,225,44,402,14,74,9
90564807,haotianteng/Chiron,https://api.github.com/repos/haotianteng/Chiron,108,54,426,0,74,8
30907774,spmallick/learnopencv,https://api.github.com/repos/spmallick/learnopencv,15650,9870,1529,170,73,60
82524265,hunkim/DeepLearningZeroToAll,https://api.github.com/repos/hunkim/DeepLearningZeroToAll,4260,2730,334,0,73,52
260419984,deepmind/reverb,https://api.github.com/repos/deepmind/reverb,521,56,570,9,73,18
151455184,Tobias-Fischer/rt_gene,https://api.github.com/repos/Tobias-Fischer/rt_gene,236,52,298,1,73,6
91767564,philipperemy/deep-speaker,https://api.github.com/repos/philipperemy/deep-speaker,687,212,344,0,73,5
114629751,huseinzol05/Stock-Prediction-Models,https://api.github.com/repos/huseinzol05/Stock-Prediction-Models,4838,1950,125,33,73,2
132156591,pymc-devs/pymc4,https://api.github.com/repos/pymc-devs/pymc4,703,115,236,40,72,28
250229724,alibaba/graph-learn,https://api.github.com/repos/alibaba/graph-learn,1007,201,140,20,72,15
168630156,facebookresearch/pyrobot,https://api.github.com/repos/facebookresearch/pyrobot,2007,314,459,8,72,13
167412097,kubeflow-kale/kale,https://api.github.com/repos/kubeflow-kale/kale,484,96,644,78,72,9
374891081,neuralchen/SimSwap,https://api.github.com/repos/neuralchen/SimSwap,1677,322,196,118,72,5
190506491,MgAl2O4/FFTriadBuddy,https://api.github.com/repos/MgAl2O4/FFTriadBuddy,110,12,258,2,72,3
57130858,EdinburghNLP/nematus,https://api.github.com/repos/EdinburghNLP/nematus,766,274,890,9,71,35
326625773,flow2ml/Flow2ML,https://api.github.com/repos/flow2ml/Flow2ML,23,27,295,8,71,20
128968861,wil3/gymfc,https://api.github.com/repos/wil3/gymfc,255,78,268,7,71,5
78966987,Breta01/handwriting-ocr,https://api.github.com/repos/Breta01/handwriting-ocr,485,177,257,71,71,3
307328126,yangxue0827/RotationDetection,https://api.github.com/repos/yangxue0827/RotationDetection,759,142,145,14,71,2
156403341,deephyper/deephyper,https://api.github.com/repos/deephyper/deephyper,155,39,2114,12,70,16
105702178,brain-score/brain-score,https://api.github.com/repos/brain-score/brain-score,50,25,609,32,70,10
255074156,ayoolaolafenwa/PixelLib,https://api.github.com/repos/ayoolaolafenwa/PixelLib,672,168,368,40,70,7
161388796,bioinfomaticsCSU/deepsignal,https://api.github.com/repos/bioinfomaticsCSU/deepsignal,83,18,204,6,70,3
139062293,ahmetozlu/tensorflow_object_counting_api,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api,1073,483,147,19,70,2
45986162,aymericdamien/TensorFlow-Examples,https://api.github.com/repos/aymericdamien/TensorFlow-Examples,41638,15173,250,158,68,62
191784463,yongzhuo/Keras-TextClassification,https://api.github.com/repos/yongzhuo/Keras-TextClassification,1229,370,124,1,68,2
84835419,analysiscenter/batchflow,https://api.github.com/repos/analysiscenter/batchflow,170,39,4992,34,67,17
84139294,Franck-Dernoncourt/NeuroNER,https://api.github.com/repos/Franck-Dernoncourt/NeuroNER,1590,476,132,82,67,6
56459948,GoogleCloudPlatform/training-data-analyst,https://api.github.com/repos/GoogleCloudPlatform/training-data-analyst,5802,4636,6637,85,66,167
301446732,secondmind-labs/trieste,https://api.github.com/repos/secondmind-labs/trieste,106,24,290,76,66,19
311379516,capitalone/DataProfiler,https://api.github.com/repos/capitalone/DataProfiler,753,47,349,21,66,15
246486004,smousavi05/EQTransformer,https://api.github.com/repos/smousavi05/EQTransformer,146,96,509,15,66,13
144964647,nginyc/rafiki,https://api.github.com/repos/nginyc/rafiki,29,23,1065,38,66,8
191442873,spoonsso/dannce,https://api.github.com/repos/spoonsso/dannce,104,18,421,5,66,7
157182730,lehaifeng/T-GCN,https://api.github.com/repos/lehaifeng/T-GCN,587,241,188,0,66,2
239714835,mindspore-ai/mindspore,https://api.github.com/repos/mindspore-ai/mindspore,2695,514,39004,82,65,85
105913478,voxel51/eta,https://api.github.com/repos/voxel51/eta,18,12,4659,35,65,17
114683429,StanfordVL/GibsonEnv,https://api.github.com/repos/StanfordVL/GibsonEnv,715,128,1156,41,65,6
160139764,rail-berkeley/softlearning,https://api.github.com/repos/rail-berkeley/softlearning,873,207,1490,36,64,13
37109318,honeynet/droidbot,https://api.github.com/repos/honeynet/droidbot,576,170,671,17,64,12
195396337,FORTH-ModelBasedTracker/MocapNET,https://api.github.com/repos/FORTH-ModelBasedTracker/MocapNET,377,85,479,5,64,2
61397447,microsoft/AcademicContent,https://api.github.com/repos/microsoft/AcademicContent,2244,939,1724,2,63,59
136930487,I2PC/xmipp,https://api.github.com/repos/I2PC/xmipp,17,10,2553,15,63,26
283215238,PAIR-code/lit,https://api.github.com/repos/PAIR-code/lit,2812,286,506,27,63,16
276115232,poets-ai/elegy,https://api.github.com/repos/poets-ai/elegy,316,20,324,20,63,14
259991778,openai/jukebox,https://api.github.com/repos/openai/jukebox,4963,783,124,149,63,7
